# Version: ICTV_Master_Species_List_2022_MSL38_v3 (website: https://ictv.global/msl)
Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Genome Composition	Last Change	MSL of Last Change	Proposal for Last Change 	Taxon History URL
10567	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Fowl aviadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202402
10568	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Fowl aviadenovirus D	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202403
10569	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Fowl aviadenovirus E	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202404
10570	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Goose aviadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202405
10571	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Pigeon aviadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202406
10572	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Pigeon aviadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205653
10573	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Psittacine aviadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205654
10574	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Psittacine aviadenovirus C	dsDNA	New,	35	2019.006D.zip	ictv.global=202207192
10575	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Turkey aviadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202407
10576	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Turkey aviadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202408
10577	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Aviadenovirus		Turkey aviadenovirus D	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202409
10578	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Ichtadenovirus		Sturgeon ichtadenovirus A	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202411
10579	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202413
10580	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202414
10581	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205655
10582	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus D	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205656
10583	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus E	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205657
10584	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus F	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205658
10585	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus G	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205659
10586	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus H	dsDNA	New,	35	2019.006D.zip	ictv.global=202207193
10587	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus I	dsDNA	New,	35	2019.006D.zip	ictv.global=202207194
10588	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bat mastadenovirus J	dsDNA	New,	35	2019.006D.zip	ictv.global=202207195
10589	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bovine mastadenovirus A	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202415
10590	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bovine mastadenovirus B	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202416
10591	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Bovine mastadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202417
10592	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Canine mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202418
10593	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Deer mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205660
10594	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Dolphin mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202419
10595	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Dolphin mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205661
10596	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Equine mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202420
10597	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Equine mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202421
10598	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Guinea pig mastadenovirus A	dsDNA	New,	36	2020.008D.R.Adenoviridae_1ngen_6nsp.zip	ictv.global=202209162
10599	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus A	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202422
10600	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus B	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202423
10601	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus C	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202424
10602	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus D	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202425
10603	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus E	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202426
10604	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus F	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202427
10605	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Human mastadenovirus G	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202428
10606	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Murine mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202429
10607	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Murine mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202430
10608	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Murine mastadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202431
10609	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Ovine mastadenovirus A	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202432
10610	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Ovine mastadenovirus B	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202433
10611	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Ovine mastadenovirus C	dsDNA	New,	35	2019.006D.zip	ictv.global=202207196
10612	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Platyrrhini mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202434
10613	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Polar bear mastadenovirus A	dsDNA	New,	35	2019.006D.zip	ictv.global=202207197
10614	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Porcine mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202435
10615	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Porcine mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202436
10616	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Porcine mastadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202437
10617	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Sea lion mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202438
10618	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202439
10619	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus B	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202440
10620	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus C	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202441
10621	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus D	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202442
10622	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus E	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202443
10623	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus F	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202444
10624	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus G	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202445
10625	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus H	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202446
10626	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Simian mastadenovirus I	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205662
10627	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Skunk mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202447
10628	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Squirrel mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202205663
10629	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Mastadenovirus		Tree shrew mastadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202448
10630	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Frog siadenovirus A	dsDNA	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202450
10631	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Great tit siadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202451
10632	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Penguin siadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202452
10633	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Psittacine siadenovirus D	dsDNA	New,	36	2020.008D.R.Adenoviridae_1ngen_6nsp.zip	ictv.global=202209163
10634	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Psittacine siadenovirus E	dsDNA	New,	36	2020.008D.R.Adenoviridae_1ngen_6nsp.zip	ictv.global=202209164
10635	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Raptor siadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202453
10636	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Skua siadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202454
10637	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Siadenovirus		Turkey siadenovirus A	dsDNA	Moved,	35	2019.003G.zip	ictv.global=202202455
10638	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Rowavirales		Adenoviridae		Testadenovirus		Pond slider testadenovirus A	dsDNA	New,	36	2020.008D.R.Adenoviridae_1ngen_6nsp.zip	ictv.global=202209166
10639	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Vinavirales		Corticoviridae		Corticovirus		Corticovirus Cr39582	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip	ictv.global=202206992
10640	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes		Vinavirales		Corticoviridae		Corticovirus		Corticovirus PM2	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip	ictv.global=202203037
10641	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes				Autolykiviridae		Livvievirus		Livvievirus viph1249a	dsDNA	New,	36	2020.016B.R.Autolykiviridae.zip	ictv.global=202209497
10642	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes				Autolykiviridae		Livvievirus		Paulavirus viph1044o	dsDNA	New,	36	2020.016B.R.Autolykiviridae.zip	ictv.global=202209495
10643	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes				Autolykiviridae		Paulavirus		Paulavirus viph1008o	dsDNA	New,	36	2020.016B.R.Autolykiviridae.zip	ictv.global=202209492
10644	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes				Autolykiviridae		Paulavirus		Paulavirus viph1020o	dsDNA	New,	36	2020.016B.R.Autolykiviridae.zip	ictv.global=202209493
10645	Varidnaviria		Bamfordvirae		Preplasmiviricota		Tectiliviricetes				Autolykiviridae		Paulavirus		Paulavirus viph1080o	dsDNA	New,	36	2020.016B.R.Autolykiviridae.zip	ictv.global=202209494
10646	Varidnaviria		Bamfordvirae								Yaraviridae		Yaravirus		Yaravirus brasiliense	dsDNA	New,	37	2021.008F.R.Yaraviridae_newfam.zip	ictv.global=202212530
10647	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Matshushitaviridae		Hukuchivirus		Hukuchivirus IN93	dsDNA	Renamed,Moved,	36	2020.100B.R.Matsushitaviridae.zip	ictv.global=202205064
10648	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Matshushitaviridae		Hukuchivirus		Hukuchivirus P2377	dsDNA	Renamed,	37	2021.010B.R.Binomial_names.zip	ictv.global=202205065
10649	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus HJIV1	dsDNA	New,	36	2020.151B.R.Simuloviridae.zip	ictv.global=202211861
10650	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus NVIV1	dsDNA	New,	36	2020.151B.R.Simuloviridae.zip	ictv.global=202211860
10651	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus SNJ1	dsDNA	Renamed,Moved,Removed as Type Species,	36	2020.151B.R.Simuloviridae.zip;2020.001G.R.Abolish_type_species.pdf	ictv.global=202205062
10652	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus HCIV1	dsDNA	Renamed,	37	2021.002A.R.Sphaerolipoviridae_species_renaming.zip	ictv.global=202205060
10653	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus HHIV2	dsDNA	Renamed,	37	2021.002A.R.Sphaerolipoviridae_species_renaming.zip	ictv.global=202205057
10654	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus PH1	dsDNA	Renamed,	37	2021.002A.R.Sphaerolipoviridae_species_renaming.zip	ictv.global=202205058
10655	Varidnaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus SH1	dsDNA	Renamed,	37	2021.002A.R.Sphaerolipoviridae_species_renaming.zip	ictv.global=202205059
10656							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus adhonmai	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202657
10657							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus agipsilonis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202658
10658							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus agsegetum	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202659
10659							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alteragsegetum	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202660
10660							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterchofumiferanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202667
10661							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterchrincludentis	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214022
10662							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus altermaconfiguratae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202685
10663							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus altermyunipunctae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208665
10664							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus altersperidaniae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip;2023.DX003.Correction_3_Alphabaculovirus.zip	ictv.global=202213428
10665							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus alterspexiguae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208720
10666							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus angemmatalis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202662
10667							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus anpernyi	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202661
10668							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus ardigrammae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213425
10669							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus aucalifornicae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip;2023.DX001.Correction_Alphabaculovirus.zip	ictv.global=202202663
10670							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus bomori	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202664
10671							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus busuppressariae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202665
10672							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus capomonae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202666
10673							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chofumiferanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202668
10674							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chomurinanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202669
10675							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chorosaceanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202670
10676							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chrincludentis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202672
10677							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus chrychalcites	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202671
10678							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus clabilineatae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202673
10679							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus covestigialis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208661
10680							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus crypeltasticae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip;2023.DX003.Correction_3_Alphabaculovirus.zip	ictv.global=202208662
10681							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus cycundantis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208663
10682							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus dijunonis	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202213426
10683							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus ecobliquae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202674
10684							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus eppostvittanae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202675
10685							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus erankerariae	dsDNA	New,	38	2022.004D.Baculoviridae_6nsp.zip	ictv.global=202214023
10686							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus eupseudoconspersae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202676
10687							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus helarmigerae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202677
10688							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus heleucae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202206526
10689							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus hycuneae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202678
10690							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus hytalacae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202208664
10691							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus lafiscellariae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202679
10692							Naldaviricetes		Lefavirales		Baculoviridae		Alphabaculovirus		Alphabaculovirus leseparatae	dsDNA	Renamed,	38	2022.003D.Lefavirales_106rensp.zip	ictv.global=202202680
